Compound_name,smiles,Molecular_Formula,CAS,InChI_Key,InChI,PubChemID,ID,aliphatic_carboxylic_acids,aliphatic_hydroxyl_groups,aliphatic_hydroxyl_groups_excluding_tert-OH,N_functional_groups_attached_to_aromatics,Aromatic_carboxylic_acide,aromatic_nitrogens,aromatic_amines,aromatic_hydroxyl_groups,carboxylic_acids,carbonyl_O,"carbonyl_O,_excluding_COOH",thiocarbonyl,C(OH)CCN-Ctert-alkyl_or_C(OH)CCNcyclic,Imines,Tertiary_amines,Secondary_amines,Primary_amines,hydroxylamine_groups,XCCNR_groups,"tert-alicyclic_amines_(no_heteroatoms,_not_quinine-like_bridged_N)",H-pyrrole_nitrogens,thiol_groups,aldehydes,alkyl_carbamates_(subject_to_hydrolysis),alkyl_halides,allylic_oxidation_sites_excluding_steroid_dienone,amides,amidine_groups,anilines,aryl_methyl_sites_for_hydroxylation,azide_groups,azo_groups,barbiturate_groups,benzene_rings,benzodiazepines_with_no_additional_fused_rings,Bicyclic,diazo_groups,dihydropyridines,epoxide_rings,esters,ether_oxygens_(including_phenoxy),furan_rings,guanidine_groups,halogens,hydrazine_groups,hydrazone_groups,imidazole_rings,imide_groups,isocyanates,isothiocyanates,ketones,"ketones_excluding_diaryl,_a,b-unsat._dienones,_heteroatom_on_Calpha",beta_lactams,cyclic_esters_(lactones),methoxy_groups_-OCH3,morpholine_rings,nitriles,nitro_groups,nitro_benzene_ring_substituents,non-ortho_nitro_benzene_ring_substituents,"nitroso_groups,_excluding_NO2",oxazole_rings,oxime_groups,para-hydroxylation_sites,phenols,phenolic_OH_excluding_ortho_intramolecular_Hbond_substituents,phosphoric_acid_groups,phosphoric_ester_groups,piperdine_rings,piperzine_rings,primary_amides,primary_sulfonamides,pyridine_rings,quarternary_nitrogens,thioether,sulfonamides,sulfone_groups,terminal_acetylenes,tetrazole_rings,thiazole_rings,thiocyanates,thiophene_rings,unbranched_alkanes_of_at_least_4_members_(excludes_halogenated_alkanes),urea_groups
Pentabromophenol,C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)O,C6HBr5O,C608719,SVHOVVJFOWGYJO-UHFFFAOYSA-N,InChI=1S/C6HBr5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,11852,8811,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pentachlorobenzene,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,C6HCl5,C608935,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,InChI=1S/C6HCl5/c7-2-1-3(8)5(10)6(11)4(2)9/h1H,11855,8814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diethyl methylmalonate,CCOC(=O)C(C)C(=O)OCC,C8H14O4,C609085,UPQZOUHVTJNGFK-UHFFFAOYSA-N,"InChI=1S/C8H14O4/c1-4-11-7(9)6(3)8(10)12-5-2/h6H,4-5H2,1-3H3",11857,8816,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,4,5-Trichlorophenol",C1=C(C=C(C(=C1Cl)Cl)Cl)O,C6H3Cl3O,C609198,GBNHEBQXJVDXSW-UHFFFAOYSA-N,"InChI=1S/C6H3Cl3O/c7-4-1-3(10)2-5(8)6(4)9/h1-2,10H",11859,8818,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Dibromo-6-methylphenol",CC1=CC(=CC(=C1O)Br)Br,C7H6Br2O,C609223,XMKVPKGYUXVWEB-UHFFFAOYSA-N,"InChI=1S/C7H6Br2O/c1-4-2-5(8)3-6(9)7(4)10/h2-3,10H,1H3",11861,8820,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4,6-Triiodophenol",C1=C(C=C(C(=C1I)O)I)I,C6H3I3O,C609234,VAPDZNUFNKUROY-UHFFFAOYSA-N,"InChI=1S/C6H3I3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",11862,8821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hexyl chloroformate,CCCCCCOC(=O)Cl,C7H13ClO2,C6092542,KIWBRXCOTCXSSZ-UHFFFAOYSA-N,"InChI=1S/C7H13ClO2/c1-2-3-4-5-6-10-7(8)9/h2-6H2,1H3",22466,17356,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3-Ethyl-2-methylpentane,CCC(CC)C(C)C,C8H18,C609267,DUPUVYJQZSLSJB-UHFFFAOYSA-N,"InChI=1S/C8H18/c1-5-8(6-2)7(3)4/h7-8H,5-6H2,1-4H3",11863,8822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Methyl-1-hexene,CCCCC(=C)C,C7H14,C6094026,IRUDSQHLKGNCGF-UHFFFAOYSA-N,"InChI=1S/C7H14/c1-4-5-6-7(2)3/h2,4-6H2,1,3H3",22468,17358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Nitrothiophene,C1=CSC(=C1)[N+](=O)[O-],C4H3NO2S,C609405,JIZRGGUCOQKGQD-UHFFFAOYSA-N,InChI=1S/C4H3NO2S/c6-5(7)4-2-1-3-8-4/h1-3H,11866,8825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"N,N-Dimethyl-o-toluidine",CC1=CC=CC=C1N(C)C,C9H13N,C609723,JDEJGVSZUIJWBM-UHFFFAOYSA-N,"InChI=1S/C9H13N/c1-8-6-4-5-7-9(8)10(2)3/h4-7H,1-3H3",11869,8828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Dichloro-6-nitrophenol",C1=C(C=C(C(=C1[N+](=O)[O-])O)Cl)Cl,C6H3Cl2NO3,C609892,LYPMXMBQPXPNIQ-UHFFFAOYSA-N,"InChI=1S/C6H3Cl2NO3/c7-3-1-4(8)6(10)5(2-3)9(11)12/h1-2,10H",11871,8830,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-(2-Methoxyphenyl)-2-propenoic acid,COC1=CC=CC=C1C=CC(=O)O,C10H10O3,C6099032,FEGVSPGUHMGGBO-UHFFFAOYSA-N,"InChI=1S/C10H10O3/c1-13-9-5-3-2-4-8(9)6-7-10(11)12/h2-7H,1H3,(H,11,12)",26862,20606,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,6-Dinitro-p-cresol",CC1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-],C7H6N2O5,C609938,HOYRZHJJAHRMLL-UHFFFAOYSA-N,"InChI=1S/C7H6N2O5/c1-4-2-5(8(11)12)7(10)6(3-4)9(13)14/h2-3,10H,1H3",11872,8831,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,5-Dinitrosalicylic acid",C1=C(C=C(C(=C1C(=O)O)O)[N+](=O)[O-])[N+](=O)[O-],C7H4N2O7,C609994,LWFUFLREGJMOIZ-UHFFFAOYSA-N,"InChI=1S/C7H4N2O7/c10-6-4(7(11)12)1-3(8(13)14)2-5(6)9(15)16/h1-2,10H,(H,11,12)",11873,8832,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Nitrobenzoyl chloride,C1=CC=C(C(=C1)C(=O)Cl)[N+](=O)[O-],C7H4ClNO3,C610140,BWWHTIHDQBHTHP-UHFFFAOYSA-N,InChI=1S/C7H4ClNO3/c8-7(10)5-3-1-2-4-6(5)9(11)12/h1-4H,11875,8834,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Nitrobenzamide,C1=CC=C(C(=C1)C(=O)N)[N+](=O)[O-],C7H6N2O3,C610151,KLGQWSOYKYFBTR-UHFFFAOYSA-N,"InChI=1S/C7H6N2O3/c8-7(10)5-3-1-2-4-6(5)9(11)12/h1-4H,(H2,8,10)",11876,8835,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,4-Dinitrotoluene",CC1=CC(=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],C7H6N2O4,C610399,INYDMNPNDHRJQJ-UHFFFAOYSA-N,"InChI=1S/C7H6N2O4/c1-5-2-3-6(8(10)11)7(4-5)9(12)13/h2-4H,1H3",11883,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Methylanthracene,CC1=CC=CC2=CC3=CC=CC=C3C=C12,C15H12,C610480,KZNJSFHJUQDYHE-UHFFFAOYSA-N,"InChI=1S/C15H12/c1-11-5-4-8-14-9-12-6-2-3-7-13(12)10-15(11)14/h2-10H,1H3",11884,8843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Nitrophenyl acetate,CC(=O)OC1=CC=CC=C1[N+](=O)[O-],C8H7NO4,C610695,MRCKRGSNLOHYRA-UHFFFAOYSA-N,"InChI=1S/C8H7NO4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3",11890,8849,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,5-Dibromobenzoic acid",C1=CC(=C(C=C1Br)C(=O)O)Br,C7H4Br2O2,C610719,SQQKOTVDGCJJKI-UHFFFAOYSA-N,"InChI=1S/C7H4Br2O2/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3H,(H,10,11)",11891,8850,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,5-Dimethylbenzoic acid",CC1=CC(=C(C=C1)C)C(=O)O,C9H10O2,C610720,XZRHNAFEYMSXRG-UHFFFAOYSA-N,"InChI=1S/C9H10O2/c1-6-3-4-7(2)8(5-6)9(10)11/h3-5H,1-2H3,(H,10,11)",11892,8851,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methyl 2-bromobenzoate,COC(=O)C1=CC=CC=C1Br,C8H7BrO2,C610946,SWGQITQOBPXVRC-UHFFFAOYSA-N,"InChI=1S/C8H7BrO2/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5H,1H3",11894,8852,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Methyl-4-nitroaniline,CC1=C(C=CC(=C1)N)[N+](=O)[O-],C7H8N2O2,C611052,XPAYEWBTLKOEDA-UHFFFAOYSA-N,"InChI=1S/C7H8N2O2/c1-5-4-6(8)2-3-7(5)9(10)11/h2-4H,8H2,1H3",11898,8856,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Dichloronitrobenzene",C1=CC(=C(C=C1Cl)Cl)[N+](=O)[O-],C6H3Cl2NO2,C611063,QUIMTLZDMCNYGY-UHFFFAOYSA-N,InChI=1S/C6H3Cl2NO2/c7-4-1-2-6(9(10)11)5(8)3-4/h1-3H,11899,8857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methyl 2-furoate,COC(=O)C1=CC=CO1,C6H6O3,C611132,HDJLSECJEQSPKW-UHFFFAOYSA-N,"InChI=1S/C6H6O3/c1-8-6(7)5-3-2-4-9-5/h2-4H,1H3",11902,8859,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Ethyl-2-methylbenzene,CCC1=CC=CC=C1C,C9H12,C611143,HYFLWBNQFMXCPA-UHFFFAOYSA-N,"InChI=1S/C9H12/c1-3-9-7-5-4-6-8(9)2/h4-7H,3H2,1-2H3",11903,8860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Chlorobenzyl chloride,C1=CC=C(C(=C1)CCl)Cl,C7H6Cl2,C611198,BASMANVIUSSIIM-UHFFFAOYSA-N,"InChI=1S/C7H6Cl2/c8-5-6-3-1-2-4-7(6)9/h1-4H,5H2",11906,8863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Hydroxybenzonitrile,C1=CC=C(C(=C1)C#N)O,C7H5NO,C611201,CHZCERSEMVWNHL-UHFFFAOYSA-N,"InChI=1S/C7H5NO/c8-5-6-3-1-2-4-7(6)9/h1-4,9H",11907,8864,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Butoxy-N-(2-diethylaminoethyl)cinchoninamide hydrochloride,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCC[NH+](CC)CC.[Cl-],C20H30ClN3O2,C61121,IVHBBMHQKZBJEU-UHFFFAOYSA-N,"InChI=1S/C20H29N3O2.ClH/c1-4-7-14-25-19-15-17(16-10-8-9-11-18(16)22-19)20(24)21-12-13-23(5-2)6-3;/h8-11,15H,4-7,12-14H2,1-3H3,(H,21,24);1H",6078,3725,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2-Nitrosotoluene,CC1=CC=CC=C1N=O,C7H7NO,C611234,TWLBRQVYXPMCFK-UHFFFAOYSA-N,"InChI=1S/C7H7NO/c1-6-4-2-3-5-7(6)8-9/h2-5H,1H3",11909,8866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-Methylquinoline,CC1=C2C(=CC=C1)C=CC=N2,C10H9N,C611325,JRLTTZUODKEYDH-UHFFFAOYSA-N,"InChI=1S/C10H9N/c1-8-4-2-5-9-6-3-7-11-10(8)9/h2-7H,1H3",11910,8867,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1-Benzylnaphthalene,C1=CC=C(C=C1)CC2=CC=CC3=CC=CC=C32,C17H14,C611450,KTHUKEZOIFYPEH-UHFFFAOYSA-N,"InChI=1S/C17H14/c1-2-7-14(8-3-1)13-16-11-6-10-15-9-4-5-12-17(15)16/h1-12H,13H2",38074,28175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N,N-Dimethylbenzamide",CN(C)C(=O)C1=CC=CC=C1,C9H11NO,C611745,IMNDHOCGZLYMRO-UHFFFAOYSA-N,"InChI=1S/C9H11NO/c1-10(2)9(11)8-6-4-3-5-7-8/h3-7H,1-2H3",11916,8873,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
But-2-en-1-ol,CC=CCO,C4H8O,C6117915,WCASXYBKJHWFMY-UHFFFAOYSA-N,"InChI=1S/C4H8O/c1-2-3-4-5/h2-3,5H,4H2,1H3",20024,15453,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Dimethyl-1,3-diphenylurea",CN(C1=CC=CC=C1)C(=O)N(C)C2=CC=CC=C2,C15H16N2O,C611927,ADCBKYIHQQCFHE-UHFFFAOYSA-N,"InChI=1S/C15H16N2O/c1-16(13-9-5-3-6-10-13)15(18)17(2)14-11-7-4-8-12-14/h3-12H,1-2H3",11917,8874,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1,1-Diphenylethane",CC(C1=CC=CC=C1)C2=CC=CC=C2,C14H14,C612000,BSZXAFXFTLXUFV-UHFFFAOYSA-N,"InChI=1S/C14H14/c1-12(13-8-4-2-5-9-13)14-10-6-3-7-11-14/h2-12H,1H3",11918,8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Nitrobenzyl chloride,C1=CC=C(C(=C1)CCl)[N+](=O)[O-],C7H6ClNO2,C612237,BXCBUWKTXLWPSB-UHFFFAOYSA-N,"InChI=1S/C7H6ClNO2/c8-5-6-3-1-2-4-7(6)9(10)11/h1-4H,5H2",11921,8878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Nitrobenzyl alcohol,C1=CC=C(C(=C1)CO)[N+](=O)[O-],C7H7NO3,C612259,BWRBVBFLFQKBPT-UHFFFAOYSA-N,"InChI=1S/C7H7NO3/c9-5-6-3-1-2-4-7(6)8(10)11/h1-4,9H,5H2",11923,8880,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Benzylbenzoic acid,C1=CC=C(C=C1)CC2=CC=CC=C2C(=O)O,C14H12O2,C612351,FESDHLLVLYZNFY-UHFFFAOYSA-N,"InChI=1S/C14H12O2/c15-14(16)13-9-5-4-8-12(13)10-11-6-2-1-3-7-11/h1-9H,10H2,(H,15,16)",11924,8881,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papaverine hydrochloride,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,C20H21NO4.ClH,C61256,UOTMYNBWXDUBNX-UHFFFAOYSA-N,"InChI=1S/C20H21NO4.ClH/c1-22-17-6-5-13(10-18(17)23-2)9-16-15-12-20(25-4)19(24-3)11-14(15)7-8-21-16;/h5-8,10-12H,9H2,1-4H3;1H",6084,3731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
